"","YEAR","COMMON_NAME","SPECIES_NAME","SPECIES_CODE","total_value"
"18584",1986,"Striped venus","Chamelea gallina","SVE",92
"18585",1986,"Sturgeon","Acipenser sturio","APU",0
"18586",1986,"Sturgeons nei","Acipenseridae","STU",0
"18587",1986,"Surf clams nei","Spisula spp","SSD",0
"18588",1986,"Surmullets(=Red mullets) nei","Mullus spp","MUX",247
"18589",1986,"Swallowtail seaperch","Anthias anthias","AHN",0
"18590",1986,"Swimcrabs nei",NA,NA,0
"18591",1986,"Swimming crabs, etc. nei","Portunidae","SWM",0
"18592",1986,"Sword razor shell","Ensis siliqua","EQI",0
"18593",1986,"Swordfish","Xiphias gladius","SWO",2599
"18594",1986,"Tadpole codling","Salilota australis","SAO",0
"18595",1986,"Tangle","Laminaria digitata","LQD",0
"18596",1986,"Tellins nei","Tellina spp","TWL",0
"18597",1986,"Tench","Tinca tinca","FTE",0
"18598",1986,"Thickback sole","Microchirus variegatus","MKG",0
"18599",1986,"Thickback soles",NA,NA,294
"18600",1986,"Thicklip grey mullet","Chelon labrosus","MLR",0
"18601",1986,"Threadfins, tasselfishes nei","Polynemidae","THF",0
"18602",1986,"Thresher","Alopias vulpinus","ALV",9
"18603",1986,"Tiger shark","Galeocerdo cuvier","TIG",0
"18604",1986,"Toadfishes nei","Batrachoides spp","TDF",0
"18605",1986,"Tonguefishes","Cynoglossidae","TOX",0
"18606",1986,"Tonguesole nei","Cynoglossus spp","YOX",0
"18607",1986,"Torpedo rays","Torpedo spp","TOE",106
"18608",1986,"Triggerfishes, durgons nei","Balistidae","TRI",0
"18609",1986,"True tunas nei","Thunnus spp","TUS",113
"18610",1986,"Tub gurnard","Chelidonichthys lucerna","GUU",3
"18611",1986,"Tuberculate abalone","Haliotis tuberculata","HLT",0
"18612",1986,"Tuna-like fishes nei","Scombroidei (Scombriformes)","TUX",718
"18613",1986,"Tunas nei","Thunnini","TUN",0
"18614",1986,"Twaite shad","Alosa fallax","TSD",6
"18615",1986,"Undulate venus","Paratapes undulatus","PAU",0
"18616",1986,"Variegated scallop","Mimachlamys varia","VSC",20
"18617",1986,"Various sharks nei","Selachii or Selachimorpha (Pleurotremata)","SKH",3181
"18618",1986,"Various squids nei","Loliginidae, Ommastrephidae","SQU",903
"18619",1986,"Veined squid","Loligo forbesii","SQF",0
"18620",1986,"Velvet belly","Etmopterus spinax","ETX",0
"18621",1986,"Velvet swimcrab","Necora puber","LIO",48
"18622",1986,"Venus clams nei","Veneridae","CLV",0
"18623",1986,"Wahoo","Acanthocybium solandri","WAH",0
"18624",1986,"Warty crab","Eriphia verrucosa","EIK",0
"18625",1986,"Warty venus","Venus verrucosa","VEV",21
"18626",1986,"Wedge sole","Dicologlossa cuneata","CET",772
"18627",1986,"Weevers nei","Trachinus spp","WEX",21
"18628",1986,"West African croakers nei","Pseudotolithus spp","CKW",17
"18629",1986,"West African goatfish","Pseudupeneus prayensis","GOA",0
"18630",1986,"West African ilisha","Ilisha africana","ILI",0
"18631",1986,"Whelk","Buccinum undatum","WHE",64
"18632",1986,"White grouper","Epinephelus aeneus","GPW",0
"18633",1986,"White hake","Urophycis tenuis","HKW",0
"18634",1986,"White perch","Morone americana","PEW",0
"18635",1986,"White seabream","Diplodus sargus","SWA",9
"18636",1986,"White trevally","Pseudocaranx dentex","TRZ",0
"18637",1986,"Whiteleg shrimp","Penaeus vannamei","PNV",0
"18638",1986,"Wide-eyed flounder","Bothus podas","OUB",0
"18639",1986,"Winter flounder","Pseudopleuronectes americanus","FLW",0
"18640",1986,"Wolffishes(=Catfishes) nei","Anarhichas spp","CAT",0
"18641",1986,"Wracks nei","Fucaceae","FUA",290
"18642",1986,"Wrasses, hogfishes, etc. nei","Labridae","WRA",15
"18643",1986,"Wreckfish","Polyprion americanus","WRF",229
"18644",1986,"Yellowfin tuna","Thunnus albacares","YFT",2
"18645",1986,"Yellowtail amberjack","Seriola lalandi","YTC",0
"18646",1986,"Yellowtail flounder","Myzopsetta ferruginea","YEL",0
"18647",1986,"Zebra seabream","Diplodus cervinus","SBZ",0
"18648",1986,"anglerfish","Lophius spp","MNZ",19193
"18649",1987,"African striped grunt","Parapristipoma octolineatum","GRA",0
"18650",1987,"Alewife","Alosa pseudoharengus","ALE",1
"18651",1987,"Alfonsino","Beryx decadactylus","BXD",0
"18652",1987,"Alfonsinos, etc. nei","Berycidae","BRX",0
"18653",1987,"Allis and twaite shads","Alosa alosa, A. fallax","SHD",0
"18654",1987,"Allis shad","Alosa alosa","ASD",44
"18655",1987,"Alloteuthis spp",NA,NA,0
"18656",1987,"Amberjacks nei","Seriola spp","AMX",1
"18657",1987,"Amer. plaice(=Long rough dab)","Hippoglossoides platessoides","PLA",0
"18658",1987,"American angler","Lophius americanus","ANG",0
"18659",1987,"Angelsharks, sand devils nei","Squatinidae","ASK",16
"18660",1987,"Angolan dentex","Dentex angolensis","DEA",0
"18661",1987,"Angular roughshark","Oxynotus centrina","OXY",35
"18662",1987,"Annular seabream","Diplodus annularis","ANN",10
"18663",1987,"Anomuran decapods nei","Anomura","NUQ",0
"18664",1987,"Aquatic invertebrates nei","Invertebrata","INV",0
"18665",1987,"Aquatic mammals nei","Mammalia","MAM",0
"18666",1987,"Aquatic plants nei","Plantae aquaticae","APL",0
"18667",1987,"Arctic skate","Amblyraja hyperborea","RJG",0
"18668",1987,"Argentine","Argentina sphyraena","ARY",0
"18669",1987,"Argentine hake","Merluccius hubbsi","HKP",0
"18670",1987,"Argentine shortfin squid","Illex argentinus","SQA",0
"18671",1987,"Argentines","Argentina spp","ARG",2
"18672",1987,"Aristeid shrimps nei","Aristeidae","ARI",0
"18673",1987,"Atlantic Spanish mackerel","Scomberomorus maculatus","SSM",0
"18674",1987,"Atlantic blue marlin",NA,NA,0
"18675",1987,"Atlantic bonito","Sarda sarda","BON",958
"18676",1987,"Atlantic ditch shrimp","Palaemon varians","PVR",0
"18677",1987,"Atlantic gobies nei","Gobius spp","GOB",1
"18678",1987,"Atlantic halibut","Hippoglossus hippoglossus","HAL",0
"18679",1987,"Atlantic lizardfish","Synodus saurus","SDR",0
"18680",1987,"Atlantic pomfret","Brama brama","POA",3433
"18681",1987,"Atlantic redfishes nei","Sebastes spp","RED",0
"18682",1987,"Atlantic sailfish","Istiophorus albicans","SAI",2
"18683",1987,"Atlantic saury","Scomberesox saurus","SAU",44
"18684",1987,"Atlantic silverside","Menidia menidia","SSA",0
"18685",1987,"Atlantic thornyhead","Trachyscorpia cristulata","TJX",0
"18686",1987,"Atlantic tomcod","Microgadus tomcod","TOM",0
"18687",1987,"Atlantic white marlin","Kajikia albida","WHM",0
"18688",1987,"Axillary seabream","Pagellus acarne","SBA",1885
"18689",1987,"Baird's slickhead","Alepocephalus bairdii","ALC",0
"18690",1987,"Ballan wrasse","Labrus bergylta","USB",130
"18691",1987,"Banded carpet shell","Polititapes rhomboides","VNR",0
"18692",1987,"Barnacle","Pollicipes pollicipes","PCB",1
"18693",1987,"Barracudas nei","Sphyraena spp","BAR",2
"18694",1987,"Bastard grunt","Pomadasys incisus","BGR",0
"18695",1987,"Bean solen","Pharus legumen","FRL",705
"18696",1987,"Benguela hake","Merluccius polli","HKB",0
"18697",1987,"Bigelow's ray","Rajella bigelowi","JRW",0
"18698",1987,"Bigeye grunt","Brachydeuterus auritus","GRB",1
"18699",1987,"Bigeye thresher","Alopias superciliosus","BTH",0
"18700",1987,"Bigeye tuna","Thunnus obesus","BET",1
"18701",1987,"Bigeyes,glasseyes,bulleyes nei","Priacanthidae","PRI",0
"18702",1987,"Birdbeak dogfish","Deania calceus","DCA",0
"18703",1987,"Black cardinal fish","Epigonus telescopus","EPI",8
"18704",1987,"Black goby","Gobius niger","GBN",0
"18705",1987,"Black marlin","Istiompax indica","BLM",0
"18706",1987,"Black seabream","Spondyliosoma cantharus","BRB",634
"18707",1987,"Blackbelly rosefish","Helicolenus dactylopterus","BRF",56
"18708",1987,"Blackfin tuna","Thunnus atlanticus","BLF",0
"18709",1987,"Blackspot(=red) seabream",NA,NA,1635
"18710",1987,"Bladder wrack","Fucus vesiculosus","FUV",0
"18711",1987,"Blue and red shrimp","Aristeus antennatus","ARA",91
"18712",1987,"Blue butterfish","Stromateus fiatola","BLB",128
"18713",1987,"Blue crab","Callinectes sapidus","CRB",0
"18714",1987,"Blue shark","Prionace glauca","BSH",289
"18715",1987,"Blue-leg swimcrab","Polybius depurator","IOD",0
"18716",1987,"Blueback shad","Alosa aestivalis","BBH",0
"18717",1987,"Bluefish","Pomatomus saltatrix","BLU",618
"18718",1987,"Bluespotted seabream","Pagrus caeruleostictus","BSC",0
"18719",1987,"Bluntnose sixgill shark","Hexanchus griseus","SBL",0
"18720",1987,"Boarfishes nei","Caproidae","BOR",0
"18721",1987,"Boe drum","Pteroscion peli","DRS",187
"18722",1987,"Bogue","Boops boops","BOG",2403
"18723",1987,"Bonga shad","Ethmalosa fimbriata","BOA",0
"18724",1987,"Bramble shark","Echinorhinus brucus","SHB",0
"18725",1987,"Broadtail shortfin squid","Illex coindetii","SQM",246
"18726",1987,"Brown ray","Raja miraletus","JAI",0
"18727",1987,"Brown seaweeds","Phaeophyceae","SWB",0
"18728",1987,"Bullet tuna","Auxis rochei","BLT",1
"18729",1987,"Butterfishes, pomfrets nei","Stromateidae","BUX",0
"18730",1987,"Canary drum (=Baardman)",NA,NA,1
"18731",1987,"Caramote prawn","Penaeus kerathurus","TGS",0
"18732",1987,"Carangids nei","Carangidae","CGX",0
"18733",1987,"Cardinalfishes, etc. nei","Apogonidae","APO",0
"18734",1987,"Carpet shells nei","Ruditapes spp","TPS",96
"18735",1987,"Carragheen (Irish) moss","Chondrus crispus","IMS",0
"18736",1987,"Cartilaginous fishes nei","Chondrichthyes","CAR",49
"18737",1987,"Catsharks, etc. nei","Scyliorhinidae","SYX",0
"18738",1987,"Catsharks, nursehounds nei","Scyliorhinus spp","SCL",446
"18739",1987,"Cephalopods nei","Cephalopoda","CEP",45
"18740",1987,"Chaceon geryons nei","Chaceon spp","GER",0
"18741",1987,"Chamber venus","Venus casina","KFA",0
"18742",1987,"Clams, etc. nei","Bivalvia","CLX",1526
"18743",1987,"Clupeoids nei","Clupeiformes (=Clupeoidei)","CLU",167
"18744",1987,"Comber","Serranus cabrilla","CBR",0
"18745",1987,"Combers nei","Serranus spp","BAS",15
"18746",1987,"Common European bittersweet","Glycymeris glycymeris","GKL",2
"18747",1987,"Common carp","Cyprinus carpio","FCP",0
"18748",1987,"Common cuttlefish","Sepia officinalis","CTC",1469
"18749",1987,"Common dentex","Dentex dentex","DEC",4
"18750",1987,"Common dolphinfish","Coryphaena hippurus","DOL",0
"18751",1987,"Common eagle ray","Myliobatis aquila","MYL",18
"18752",1987,"Common mora","Mora moro","RIB",0
"18753",1987,"Common octopus","Octopus vulgaris","OCC",0
"18754",1987,"Common pandora","Pagellus erythrinus","PAC",201
"18755",1987,"Common periwinkle","Littorina littorea","PEE",19
"18756",1987,"Common prawn","Palaemon serratus","CPR",394
"18757",1987,"Common shrimp","Crangon crangon","CSH",277
"18758",1987,"Common spiny lobster","Palinurus elephas","SLO",32
"18759",1987,"Common squids nei","Loligo spp","SQC",2240
"18760",1987,"Common stingray","Dasyatis pastinaca","JDP",0
"18761",1987,"Common two-banded seabream","Diplodus vulgaris","CTB",497
"18762",1987,"Copper shark","Carcharhinus brachyurus","BRO",0
"18763",1987,"Crangonid shrimps nei","Crangonidae","CRN",155
"18764",1987,"Craylets, squat lobsters",NA,NA,132
"18765",1987,"Crest-tail catsharks nei","Galeus spp","GAU",0
"18766",1987,"Crevalle jack","Caranx hippos","CVJ",0
"18767",1987,"Croakers, drums nei","Sciaenidae","CDX",62
"18768",1987,"Crocodile shark","Pseudocarcharias kamoharai","PSK",0
"18769",1987,"Crucian carp","Carassius carassius","FCC",6
"18770",1987,"Cusk-eels nei","Genypterus spp","CEX",0
"18771",1987,"Cuttlefish,bobtail squids nei",NA,NA,2952
"18772",1987,"Cyprinids nei","Cyprinidae","FCY",0
"18773",1987,"Damselfish","Chromis chromis","CMK",0
"18774",1987,"Dealfishes","Trachipterus spp","TRP",0
"18775",1987,"Deep-sea red crab","Chaceon affinis","KEF",0
"18776",1987,"Deep-water Cape hake","Merluccius paradoxus","HKO",0
"18777",1987,"Deep-water rose shrimp","Parapenaeus longirostris","DPS",37
"18778",1987,"Delta prawn","Palaemon longirostris","PIQ",0
"18779",1987,"Demersal percomorphs nei","Perciformes","DPX",4916
"18780",1987,"Dentex nei","Dentex spp","DEX",70
"18781",1987,"Devil fish","Mobula mobular","RMM",0
"18782",1987,"Diadromous clupeoids nei","Clupeiformes (=Clupeoidei)","DCX",0
"18783",1987,"Diadromous fishes nei","Actinopterygii","DIA",51
"18784",1987,"Dogfish sharks nei","Squalidae","DGX",274
"18785",1987,"Dogfish sharks, etc. nei","Squaliformes","SHX",0
"18786",1987,"Dogfishes and hounds nei","Squalidae, Scyliorhinidae","DGH",2188
"18787",1987,"Dogfishes nei","Squalus spp","DGZ",0
"18788",1987,"Donax clams","Donax spp","DON",84
"18789",1987,"Dusky grouper","Epinephelus marginatus","GPD",105
"18790",1987,"Eagle rays",NA,NA,12
"18791",1987,"Echinoderms","Echinodermata","ECH",0
"18792",1987,"Edible crab","Cancer pagurus","CRE",4044
"18793",1987,"Electric rays nei","Torpedinidae","TOD",0
"18794",1987,"Elegant cuttlefish","Sepia elegans","EJE",0
"18795",1987,"Escolar","Lepidocybium flavobrunneum","LEC",0
"18796",1987,"European barracuda","Sphyraena sphyraena","YRS",0
"18797",1987,"European common squid","Alloteuthis subulata","OUL",0
"18798",1987,"European conger","Conger conger","COE",6398
"18799",1987,"European flat oyster","Ostrea edulis","OYF",84
"18800",1987,"European flounder","Platichthys flesus","FLE",31
"18801",1987,"European flying squid","Todarodes sagittatus","SQE",0
"18802",1987,"European lobster","Homarus gammarus","LBE",349
"18803",1987,"European perch","Perca fluviatilis","FPE",0
"18804",1987,"European razor clam","Solen marginatus","RAE",0
"18805",1987,"European smelt","Osmerus eperlanus","SME",9
"18806",1987,"European squid","Loligo vulgaris","SQR",0
"18807",1987,"False scad","Caranx rhonchus","HMY",2
"18808",1987,"Finfishes nei","Actinopterygii","FIN",3124
"18809",1987,"Flat oysters nei","Ostrea spp","OYX",0
"18810",1987,"Flatfishes nei","Pleuronectiformes","FLX",303
"18811",1987,"Flathead grey mullet","Mugil cephalus","MUF",0
"18812",1987,"Flyingfishes nei","Exocoetidae","FLY",0
"18813",1987,"Forkbeard","Phycis phycis","FOR",2
"18814",1987,"Forkbeards nei","Phycis spp","FOX",287
"18815",1987,"Freshwater fishes nei","Osteichthyes","FRF",0
"18816",1987,"Frigate and bullet tunas","Auxis thazard, A. rochei","FRZ",0
"18817",1987,"Frigate tuna","Auxis thazard","FRI",330
"18818",1987,"Garfish","Belone belone","GAR",697
"18819",1987,"Gastropods nei","Gastropoda","GAS",0
"18820",1987,"Gelidium seaweeds","Gelidium spp","GEL",4545
"18821",1987,"Giant gelidium","Gelidium corneum","GEQ",0
"18822",1987,"Giant red shrimp","Aristaeomorpha foliacea","ARS",0
"18823",1987,"Giant tiger prawn","Penaeus monodon","GIT",0
"18824",1987,"Gilthead seabream","Sparus aurata","SBG",263
"18825",1987,"Glasseye","Heteropriacanthus cruentatus","HTU",0
"18826",1987,"Gobies nei","Gobiidae","GPA",0
"18827",1987,"Golden carpet shell","Polititapes aureus","VNA",0
"18828",1987,"Goldfish","Carassius auratus","CGO",6
"18829",1987,"Goose barnacles",NA,NA,69
"18830",1987,"Great Atlantic scallop","Pecten maximus","SCE",133
"18831",1987,"Greater amberjack","Seriola dumerili","AMB",0
"18832",1987,"Greater weever","Trachinus draco","WEG",129
"18833",1987,"Green crab","Carcinus maenas","CRG",168
"18834",1987,"Greenland cod","Gadus ogac","GRC",0
"18835",1987,"Greenland shark","Somniosus microcephalus","GSK",0
"18836",1987,"Grenadiers nei","Macrourus spp","GRV",0
"18837",1987,"Grenadiers, rattails nei","Macrouridae","RTX",1
"18838",1987,"Grey triggerfish","Balistes capriscus","TRG",0
"18839",1987,"Grooved carpet shell","Ruditapes decussatus","CTG",1376
"18840",1987,"Groundfishes nei","Actinopterygii","GRO",140
"18841",1987,"Groupers nei","Epinephelus spp","GPX",268
"18842",1987,"Groupers, seabasses nei","Serranidae","BSX",471
"18843",1987,"Grunts, sweetlips nei","Haemulidae (=Pomadasyidae)","GRX",705
"18844",1987,"Guitarfishes nei","Rhinobatos spp","GUZ",1
"18845",1987,"Gulper shark","Centrophorus granulosus","GUP",696
"18846",1987,"Gurnards nei","Trigla spp","GUY",1178
"18847",1987,"Gurnards, searobins nei","Triglidae","GUX",58
"18848",1987,"Hairtails, cutlassfishes nei",NA,NA,0
"18849",1987,"Hakes nei","Merluccius spp","HKX",2713
"18850",1987,"Halfspined flathead","Ratabulus prionotus","SRQ",0
"18851",1987,"Hammerhead sharks nei","Sphyrna spp","SPN",4
"18852",1987,"Hapuku wreckfish","Polyprion oxygeneios","WHA",0
"18853",1987,"Hard clams nei","Meretrix spp","HCX",221
"18854",1987,"Horned octopus","Eledone cirrhosa","EOI",0
"18855",1987,"Imperial blackfish","Schedophilus ovalis","HDV",0
"18856",1987,"Indian white prawn","Penaeus indicus","PNI",0
"18857",1987,"Inshore squids nei","Loliginidae","SQZ",0
"18858",1987,"Jacks, crevalles nei","Caranx spp","TRE",44
"18859",1987,"Japanese carpet shell","Ruditapes philippinarum","CLJ",0
"18860",1987,"John dory","Zeus faber","JOD",274
"18861",1987,"Kelps nei","Laminariaceae","LAZ",2870
"18862",1987,"King crabs","Paralithodes spp","KCS",0
"18863",1987,"Kingklip","Genypterus capensis","KCP",0
"18864",1987,"Knifetooth dogfish","Scymnodon ringens","SYR",0
"18865",1987,"Knobbed triton","Charonia lampas","KRJ",51
"18866",1987,"Kuruma prawn","Penaeus japonicus","KUP",0
"18867",1987,"Lampreys nei","Petromyzontidae","LAS",23
"18868",1987,"Lanternsharks nei","Etmopterus spp","SHL",0
"18869",1987,"Large-eye dentex","Dentex macrophthalmus","DEL",202
"18870",1987,"Large-scaled gurnard","Lepidotrigla cavillone","LDV",0
"18871",1987,"Largehead hairtail","Trichiurus lepturus","LHT",1
"18872",1987,"Leerfish","Lichia amia","LEE",17
"18873",1987,"Lefteye flounders nei","Bothidae","LEF",366
"18874",1987,"Lesser slipper lobster","Scyllarus arctus","SCY",0
"18875",1987,"Limpets nei","Patella spp","LPZ",0
"18876",1987,"Lings nei","Molva spp","LNZ",0
"18877",1987,"Lithothamnion","Lithothamnion spp","LIT",0
"18878",1987,"Little sleeper shark","Somniosus rostratus","SOR",0
"18879",1987,"Little tunny(=Atl.black skipj)","Euthynnus alletteratus","LTA",20
"18880",1987,"Lobsters nei","Reptantia","LOX",0
"18881",1987,"Longfin gurnard","Chelidonichthys obscurus","GUM",0
"18882",1987,"Longfin squid","Doryteuthis pealeii","SQL",0
"18883",1987,"Longnose velvet dogfish","Centroselachus crepidater","CYP",0
"18884",1987,"Longnosed skate","Dipturus oxyrinchus","RJO",1
"18885",1987,"Longspine snipefish","Macroramphosus scolopax","SNS",22
"18886",1987,"Lowfin gulper shark",NA,NA,0
"18887",1987,"Lumpfish(=Lumpsucker)","Cyclopterus lumpus","LUM",0
"18888",1987,"Lusitanian toadfish","Halobatrachus didactylus","BHD",63
"18889",1987,"Mackerel sharks,porbeagles nei","Lamnidae","MSK",0
"18890",1987,"Mactra surf clams nei","Mactridae","MAT",290
"18891",1987,"Mako sharks","Isurus spp","MAK",0
"18892",1987,"Marbled electric ray","Torpedo marmorata","TTR",0
"18893",1987,"Marine crabs nei","Brachyura","CRA",74
"18894",1987,"Marine crustaceans nei","Crustacea","CRU",98
"18895",1987,"Marine fishes nei","Actinopterygii","MZZ",0
"18896",1987,"Marine molluscs nei","Mollusca","MOL",102
"18897",1987,"Marine worms","Polychaeta","WOR",0
"18898",1987,"Marlins,sailfishes,etc. nei","Istiophoridae","BIL",3
"18899",1987,"Marphysa sanguinea",NA,NA,0
"18900",1987,"Mature dosinia","Dosinia exoleta","DSX",0
"18901",1987,"Meagre","Argyrosomus regius","MGR",58
"18902",1987,"Mediterranean horse mackerel","Trachurus mediterraneus","HMM",31
"18903",1987,"Mediterranean moray","Muraena helena","MMH",0
"18904",1987,"Mediterranean mussel","Mytilus galloprovincialis","MSM",0
"18905",1987,"Mediterranean scaldfish","Arnoglossus laterna","MSF",0
"18906",1987,"Mediterranean slimehead","Hoplostethus mediterraneus","HPR",0
"18907",1987,"Mediterranean slipper lobster","Scyllarides latus","YLL",0
"18908",1987,"Mediterranean spearfish","Tetrapturus belone","MSP",0
"18909",1987,"Melanocharacidium blennioides",NA,NA,0
"18910",1987,"Monrovia doctorfish","Acanthurus monroviae","MDO",2
"18911",1987,"Moras nei","Moridae","MOR",0
"18912",1987,"Morays",NA,NA,65
"18913",1987,"Morocco dentex","Dentex maroccanus","DEM",3
"18914",1987,"Mottled grouper","Mycteroperca rubra","MKU",0
"18915",1987,"Mugil spp",NA,NA,0
"18916",1987,"Mullets nei","Mugilidae","MUL",1647
"18917",1987,"Murex","Murex spp","MUE",228
"18918",1987,"Musky octopus","Eledone moschata","EDT",0
"18919",1987,"Mytilus spp",NA,NA,53
"18920",1987,"Narrow-barred Spanish mackerel","Scomberomorus commerson","COM",0
"18921",1987,"Navaga(=Wachna cod)","Eleginus nawaga","COW",0
"18922",1987,"Neon flying squid","Ommastrephes bartramii","OFJ",0
"18923",1987,"North Atlantic rockweed","Ascophyllum nodosum","ASN",0
"18924",1987,"North European kelp","Laminaria hyperborea","LAH",0
"18925",1987,"Northern bluefin tuna",NA,NA,2893
"18926",1987,"Northern cods nei","Gadus spp","CDZ",0
"18927",1987,"Northern pike","Esox lucius","FPI",1
"18928",1987,"Northern quahog(=Hard clam)","Mercenaria mercenaria","CLH",0
"18929",1987,"Northern shortfin squid","Illex illecebrosus","SQI",5180
"18930",1987,"Norwegian egg cockle","Laevicardium crassum","LVC",0
"18931",1987,"Ocean sunfish","Mola mola","MOX",1
"18932",1987,"Oceanic whitetip shark","Carcharhinus longimanus","OCS",0
"18933",1987,"Octopuses","Octopodidae","OCT",17547
"18934",1987,"Octopuses nei","Octopus spp","OCZ",0
"18935",1987,"Offshore rockfish","Pontinus kuhlii","POI",1
"18936",1987,"Oilfish","Ruvettus pretiosus","OIL",5
"18937",1987,"Opah","Lampris guttatus","LAG",0
"18938",1987,"Ornate wrasse","Thalassoma pavo","TMP",0
"18939",1987,"Oval surf clam",NA,NA,0
"18940",1987,"Palaemonid shrimps nei","Palaemonidae","PAL",16
"18941",1987,"Pandalid shrimps nei","Pandalidae","PDZ",0
"18942",1987,"Pandalus shrimps nei","Pandalus spp","PAN",684
"18943",1987,"Pandoras nei","Pagellus spp","PAX",0
"18944",1987,"Pargo breams nei","Pagrus spp","SBP",416
"18945",1987,"Parrotfish","Sparisoma cretense","PRR",0
"18946",1987,"Patagonian toothfish","Dissostichus eleginoides","TOP",0
"18947",1987,"Pelagic percomorphs nei","Perciformes","PPX",2228
"18948",1987,"Penaeid shrimps nei","Penaeidae","PEZ",0
"18949",1987,"Penaeus shrimps nei","Penaeus spp","PEN",37
"18950",1987,"Peppery furrow","Scrobicularia plana","OBN",0
"18951",1987,"Percoids nei","Percoidei (Perciformes)","PRC",0
"18952",1987,"Periwinkles nei","Littorina spp","PER",0
"18953",1987,"Picarel","Spicara smaris","SPC",0
"18954",1987,"Picarels nei","Spicara spp","PIC",85
"18955",1987,"Picked dogfish",NA,NA,537
"18956",1987,"Pike-perch","Sander lucioperca","FPP",0
"18957",1987,"Pink cuttlefish","Sepia orbignyana","IAR",0
"18958",1987,"Pink dentex","Dentex gibbosus","DEP",0
"18959",1987,"Pink spiny lobster","Palinurus mauritanicus","PSL",0
"18960",1987,"Piper gurnard","Trigla lyra","GUN",0
"18961",1987,"Plain bonito","Orcynopsis unicolor","BOP",19
"18962",1987,"Polar cod","Boreogadus saida","POC",0
"18963",1987,"Pomadasys spp",NA,NA,0
"18964",1987,"Pompano","Trachinotus ovatus","POP",0
"18965",1987,"Pompanos nei","Trachinotus spp","POX",1
"18966",1987,"Poor cod","Trisopterus minutus","POD",0
"18967",1987,"Porgies, seabreams nei","Sparidae","SBX",5173
"18968",1987,"Portunus swimcrabs nei","Portunus spp","CRS",713
"18969",1987,"Precious corals nei","Corallium spp","COR",0
"18970",1987,"Pullet carpet shell",NA,NA,751
"18971",1987,"Purple dye murex","Bolinus brandaris","BOY",6
"18972",1987,"Queen scallop","Aequipecten opercularis","QSC",0
"18973",1987,"Rabbit fish","Chimaera monstrosa","CMO",0
"18974",1987,"Rainbow trout","Oncorhynchus mykiss","TRR",0
"18975",1987,"Ratfishes nei","Hydrolagus spp","HYD",0
"18976",1987,"Rays, stingrays, mantas nei","Rajiformes","SRX",0
"18977",1987,"Razor clams nei",NA,NA,712
"18978",1987,"Razor clams, knife clams nei","Solenidae","SOI",0
"18979",1987,"Red bandfish","Cepola macrophthalma","CBC",0
"18980",1987,"Red crab","Chaceon quinquedens","CRR",0
"18981",1987,"Red hake","Urophycis chuss","HKR",0
"18982",1987,"Red mullet","Mullus barbatus","MUT",1098
"18983",1987,"Red pandora","Pagellus bellottii","PAR",8
"18984",1987,"Red porgy","Pagrus pagrus","RPG",27
"18985",1987,"Red scorpionfish","Scorpaena scrofa","RSE",0
"18986",1987,"Red seaweeds","Rhodophyta","SWR",1003
"18987",1987,"Red swamp crawfish","Procambarus clarkii","RCW",0
"18988",1987,"Redbanded seabream","Pagrus auriga","REA",17
"18989",1987,"Redspotted shrimp","Penaeus brasiliensis","PNB",0
"18990",1987,"Requiem sharks nei","Carcharhinidae","RSK",0
"18991",1987,"River eels nei","Anguilla spp","ELX",188
"18992",1987,"Roaches nei","Rutilus spp","FRX",0
"18993",1987,"Rock cook","Centrolabrus exoletus","ENX",0
"18994",1987,"Rocklings nei","Gaidropsarus spp","ROL",0
"18995",1987,"Rough limpet","Patella ulyssiponensis","LQY",0
"18996",1987,"Rough longnose dogfish",NA,NA,0
"18997",1987,"Roughtail stingray","Bathytoshia centroura","RDC",0
"18998",1987,"Round sardinella","Sardinella aurita","SAA",0
"18999",1987,"Royal spiny lobster","Panulirus regius","LOY",0
"19000",1987,"Rubberlip grunt","Plectorhinchus mediterraneus","GBR",507
"19001",1987,"Ruffs, barrelfishes nei","Centrolophidae","CEN",0
"19002",1987,"Saddled seabream","Oblada melanurus","SBS",1
"19003",1987,"Salema","Sarpa salpa","SLM",624
"19004",1987,"Salmonoids nei","Salmoniformes (=Salmonoidei)","SLX",0
"19005",1987,"Salps","Salpidae","SPX",0
"19006",1987,"Sand smelt","Atherina presbyter","ATP",6
"19007",1987,"Sand sole","Pegusa lascaris","SOS",92
"19008",1987,"Sand steenbras","Lithognathus mormyrus","SSB",255
"19009",1987,"Sandbar shark","Carcharhinus plumbeus","CCP",0
"19010",1987,"Sardinellas nei","Sardinella spp","SIX",38
"19011",1987,"Sargo breams nei","Diplodus spp","SRG",325
"19012",1987,"Sauries nei","Scomberesocidae","SAX",0
"19013",1987,"Scalloped hammerhead","Sphyrna lewini","SPL",0
"19014",1987,"Scallops nei","Pectinidae","SCX",7
"19015",1987,"Scarlet shrimp","Aristaeopsis edwardsiana","SSH",2
"19016",1987,"Scorpionfishes nei",NA,NA,885
"19017",1987,"Scorpionfishes, rockfishes nei","Scorpaena spp","SCS",12
"19018",1987,"Sculpins","Myoxocephalus spp","SCU",0
"19019",1987,"Scup","Stenotomus chrysops","SCP",0
"19020",1987,"Sea catfishes nei","Ariidae","CAX",0
"19021",1987,"Sea cucumbers nei","Holothuroidea","CUX",0
