"","YEAR","COMMON_NAME","SPECIES_CODE","total_value"
"17274",1984,"Dogfishes and hounds nei","DGH",0
"17275",1984,"Dogfishes nei","DGZ",0
"17276",1984,"Donax clams","DON",0
"17277",1984,"Dusky grouper","GPD",685
"17278",1984,"Eagle rays",NA,11
"17279",1984,"Echinoderms","ECH",0
"17280",1984,"Edible crab","CRE",4369
"17281",1984,"Electric rays nei","TOD",0
"17282",1984,"Elegant cuttlefish","EJE",0
"17283",1984,"Escolar","LEC",0
"17284",1984,"European barracuda","YRS",0
"17285",1984,"European common squid","OUL",0
"17286",1984,"European conger","COE",6976
"17287",1984,"European flat oyster","OYF",325
"17288",1984,"European flounder","FLE",18
"17289",1984,"European flying squid","SQE",966
"17290",1984,"European lobster","LBE",109
"17291",1984,"European perch","FPE",0
"17292",1984,"European razor clam","RAE",0
"17293",1984,"European smelt","SME",9
"17294",1984,"European squid","SQR",0
"17295",1984,"False scad","HMY",0
"17296",1984,"Finfishes nei","FIN",18573
"17297",1984,"Flat oysters nei","OYX",0
"17298",1984,"Flatfishes nei","FLX",3436
"17299",1984,"Flathead grey mullet","MUF",0
"17300",1984,"Flyingfishes nei","FLY",0
"17301",1984,"Forkbeard","FOR",0
"17302",1984,"Forkbeards nei","FOX",0
"17303",1984,"Freshwater fishes nei","FRF",0
"17304",1984,"Frigate and bullet tunas","FRZ",0
"17305",1984,"Frigate tuna","FRI",1
"17306",1984,"Garfish","GAR",1607
"17307",1984,"Gastropods nei","GAS",0
"17308",1984,"Gelidium seaweeds","GEL",4108
"17309",1984,"Giant gelidium","GEQ",0
"17310",1984,"Giant red shrimp","ARS",0
"17311",1984,"Giant tiger prawn","GIT",0
"17312",1984,"Gilthead seabream","SBG",492
"17313",1984,"Glasseye","HTU",0
"17314",1984,"Gobies nei","GPA",0
"17315",1984,"Golden carpet shell","VNA",0
"17316",1984,"Goldfish","CGO",0
"17317",1984,"Goose barnacles",NA,0
"17318",1984,"Great Atlantic scallop","SCE",85
"17319",1984,"Greater amberjack","AMB",0
"17320",1984,"Greater weever","WEG",110
"17321",1984,"Green crab","CRG",32
"17322",1984,"Greenland cod","GRC",0
"17323",1984,"Greenland shark","GSK",0
"17324",1984,"Grenadiers nei","GRV",0
"17325",1984,"Grenadiers, rattails nei","RTX",0
"17326",1984,"Grey triggerfish","TRG",0
"17327",1984,"Grooved carpet shell","CTG",3325
"17328",1984,"Groundfishes nei","GRO",19
"17329",1984,"Groupers nei","GPX",0
"17330",1984,"Groupers, seabasses nei","BSX",0
"17331",1984,"Grunts, sweetlips nei","GRX",104
"17332",1984,"Guitarfishes nei","GUZ",0
"17333",1984,"Gulper shark","GUP",0
"17334",1984,"Gurnards nei","GUY",127
"17335",1984,"Gurnards, searobins nei","GUX",887
"17336",1984,"Hairtails, cutlassfishes nei",NA,0
"17337",1984,"Hakes nei","HKX",0
"17338",1984,"Halfspined flathead","SRQ",0
"17339",1984,"Hammerhead sharks nei","SPN",0
"17340",1984,"Hapuku wreckfish","WHA",0
"17341",1984,"Hard clams nei","HCX",594
"17342",1984,"Horned octopus","EOI",0
"17343",1984,"Imperial blackfish","HDV",0
"17344",1984,"Indian white prawn","PNI",0
"17345",1984,"Inshore squids nei","SQZ",0
"17346",1984,"Jacks, crevalles nei","TRE",0
"17347",1984,"Japanese carpet shell","CLJ",0
"17348",1984,"John dory","JOD",472
"17349",1984,"Kelps nei","LAZ",51
"17350",1984,"King crabs","KCS",0
"17351",1984,"Kingklip","KCP",0
"17352",1984,"Knifetooth dogfish","SYR",0
"17353",1984,"Knobbed triton","KRJ",0
"17354",1984,"Kuruma prawn","KUP",0
"17355",1984,"Lampreys nei","LAS",15
"17356",1984,"Lanternsharks nei","SHL",0
"17357",1984,"Large-eye dentex","DEL",6
"17358",1984,"Large-scaled gurnard","LDV",0
"17359",1984,"Largehead hairtail","LHT",0
"17360",1984,"Leerfish","LEE",1433
"17361",1984,"Lefteye flounders nei","LEF",0
"17362",1984,"Lesser slipper lobster","SCY",0
"17363",1984,"Limpets nei","LPZ",0
"17364",1984,"Lings nei","LNZ",0
"17365",1984,"Lithothamnion","LIT",0
"17366",1984,"Little sleeper shark","SOR",0
"17367",1984,"Little tunny(=Atl.black skipj)","LTA",0
"17368",1984,"Lobsters nei","LOX",0
"17369",1984,"Longfin gurnard","GUM",0
"17370",1984,"Longfin squid","SQL",0
"17371",1984,"Longnose velvet dogfish","CYP",0
"17372",1984,"Longnosed skate","RJO",0
"17373",1984,"Longspine snipefish","SNS",0
"17374",1984,"Lowfin gulper shark",NA,0
"17375",1984,"Lumpfish(=Lumpsucker)","LUM",0
"17376",1984,"Lusitanian toadfish","BHD",0
"17377",1984,"Mackerel sharks,porbeagles nei","MSK",0
"17378",1984,"Mactra surf clams nei","MAT",46
"17379",1984,"Mako sharks","MAK",0
"17380",1984,"Marbled electric ray","TTR",0
"17381",1984,"Marine crabs nei","CRA",518
"17382",1984,"Marine crustaceans nei","CRU",160
"17383",1984,"Marine fishes nei","MZZ",0
"17384",1984,"Marine molluscs nei","MOL",502
"17385",1984,"Marine worms","WOR",0
"17386",1984,"Marlins,sailfishes,etc. nei","BIL",0
"17387",1984,"Marphysa sanguinea",NA,0
"17388",1984,"Mature dosinia","DSX",0
"17389",1984,"Meagre","MGR",265
"17390",1984,"Mediterranean horse mackerel","HMM",0
"17391",1984,"Mediterranean moray","MMH",0
"17392",1984,"Mediterranean mussel","MSM",0
"17393",1984,"Mediterranean scaldfish","MSF",0
"17394",1984,"Mediterranean slimehead","HPR",0
"17395",1984,"Mediterranean slipper lobster","YLL",0
"17396",1984,"Mediterranean spearfish","MSP",0
"17397",1984,"Melanocharacidium blennioides",NA,0
"17398",1984,"Monrovia doctorfish","MDO",0
"17399",1984,"Moras nei","MOR",0
"17400",1984,"Morays",NA,0
"17401",1984,"Morocco dentex","DEM",0
"17402",1984,"Mottled grouper","MKU",0
"17403",1984,"Mugil spp",NA,0
"17404",1984,"Mullets nei","MUL",1612
"17405",1984,"Murex","MUE",0
"17406",1984,"Musky octopus","EDT",0
"17407",1984,"Mytilus spp",NA,0
"17408",1984,"Narrow-barred Spanish mackerel","COM",0
"17409",1984,"Navaga(=Wachna cod)","COW",0
"17410",1984,"Neon flying squid","OFJ",0
"17411",1984,"North Atlantic rockweed","ASN",0
"17412",1984,"North European kelp","LAH",0
"17413",1984,"Northern bluefin tuna",NA,1818
"17414",1984,"Northern cods nei","CDZ",0
"17415",1984,"Northern pike","FPI",0
"17416",1984,"Northern quahog(=Hard clam)","CLH",17
"17417",1984,"Northern shortfin squid","SQI",0
"17418",1984,"Norwegian egg cockle","LVC",0
"17419",1984,"Ocean sunfish","MOX",0
"17420",1984,"Oceanic whitetip shark","OCS",0
"17421",1984,"Octopuses","OCT",8380
"17422",1984,"Octopuses nei","OCZ",0
"17423",1984,"Offshore rockfish","POI",0
"17424",1984,"Oilfish","OIL",0
"17425",1984,"Opah","LAG",0
"17426",1984,"Ornate wrasse","TMP",0
"17427",1984,"Oval surf clam",NA,0
"17428",1984,"Palaemonid shrimps nei","PAL",0
"17429",1984,"Pandalid shrimps nei","PDZ",0
"17430",1984,"Pandalus shrimps nei","PAN",0
"17431",1984,"Pandoras nei","PAX",0
"17432",1984,"Pargo breams nei","SBP",0
"17433",1984,"Parrotfish","PRR",0
"17434",1984,"Patagonian toothfish","TOP",0
"17435",1984,"Pelagic percomorphs nei","PPX",22475
"17436",1984,"Penaeid shrimps nei","PEZ",0
"17437",1984,"Penaeus shrimps nei","PEN",0
"17438",1984,"Peppery furrow","OBN",0
"17439",1984,"Percoids nei","PRC",0
"17440",1984,"Periwinkles nei","PER",16
"17441",1984,"Picarel","SPC",0
"17442",1984,"Picarels nei","PIC",0
"17443",1984,"Picked dogfish",NA,277
"17444",1984,"Pike-perch","FPP",0
"17445",1984,"Pink cuttlefish","IAR",0
"17446",1984,"Pink dentex","DEP",0
"17447",1984,"Pink spiny lobster","PSL",0
"17448",1984,"Piper gurnard","GUN",0
"17449",1984,"Plain bonito","BOP",0
"17450",1984,"Polar cod","POC",0
"17451",1984,"Pomadasys spp",NA,0
"17452",1984,"Pompano","POP",0
"17453",1984,"Pompanos nei","POX",0
"17454",1984,"Poor cod","POD",0
"17455",1984,"Porgies, seabreams nei","SBX",3025
"17456",1984,"Portunus swimcrabs nei","CRS",932
"17457",1984,"Precious corals nei","COR",0
"17458",1984,"Pullet carpet shell",NA,0
"17459",1984,"Purple dye murex","BOY",0
"17460",1984,"Queen scallop","QSC",29
"17461",1984,"Rabbit fish","CMO",0
"17462",1984,"Rainbow trout","TRR",0
"17463",1984,"Ratfishes nei","HYD",0
"17464",1984,"Rays, stingrays, mantas nei","SRX",0
"17465",1984,"Razor clams nei",NA,7
"17466",1984,"Razor clams, knife clams nei","SOI",0
"17467",1984,"Red bandfish","CBC",0
"17468",1984,"Red crab","CRR",0
"17469",1984,"Red hake","HKR",0
"17470",1984,"Red mullet","MUT",935
"17471",1984,"Red pandora","PAR",0
"17472",1984,"Red porgy","RPG",29
"17473",1984,"Red scorpionfish","RSE",0
"17474",1984,"Red seaweeds","SWR",0
"17475",1984,"Red swamp crawfish","RCW",0
"17476",1984,"Redbanded seabream","REA",0
"17477",1984,"Redspotted shrimp","PNB",0
"17478",1984,"Requiem sharks nei","RSK",0
"17479",1984,"River eels nei","ELX",282
"17480",1984,"Roaches nei","FRX",0
"17481",1984,"Rock cook","ENX",0
"17482",1984,"Rocklings nei","ROL",0
"17483",1984,"Rough limpet","LQY",0
"17484",1984,"Rough longnose dogfish",NA,0
"17485",1984,"Roughtail stingray","RDC",0
"17486",1984,"Round sardinella","SAA",0
"17487",1984,"Royal spiny lobster","LOY",0
"17488",1984,"Rubberlip grunt","GBR",0
"17489",1984,"Ruffs, barrelfishes nei","CEN",0
"17490",1984,"Saddled seabream","SBS",0
"17491",1984,"Salema","SLM",2
"17492",1984,"Salmonoids nei","SLX",0
"17493",1984,"Salps","SPX",0
"17494",1984,"Sand smelt","ATP",0
"17495",1984,"Sand sole","SOS",24
"17496",1984,"Sand steenbras","SSB",31
"17497",1984,"Sandbar shark","CCP",0
"17498",1984,"Sardinellas nei","SIX",2558
"17499",1984,"Sargo breams nei","SRG",0
"17500",1984,"Sauries nei","SAX",0
"17501",1984,"Scalloped hammerhead","SPL",0
"17502",1984,"Scallops nei","SCX",0
"17503",1984,"Scarlet shrimp","SSH",0
"17504",1984,"Scorpionfishes nei",NA,1376
"17505",1984,"Scorpionfishes, rockfishes nei","SCS",0
"17506",1984,"Sculpins","SCU",0
"17507",1984,"Scup","SCP",0
"17508",1984,"Sea catfishes nei","CAX",0
"17509",1984,"Sea cucumbers nei","CUX",0
"17510",1984,"Sea lamprey","LAU",0
"17511",1984,"Sea urchins, etc. nei","URX",0
"17512",1984,"Seabasses nei","BSE",0
"17513",1984,"Seaweeds nei","SWX",339
"17514",1984,"Seerfishes nei","KGX",0
"17515",1984,"Senegalese hake","HKM",0
"17516",1984,"Senegalese sole","OAL",0
"17517",1984,"Shads nei","SHZ",32
"17518",1984,"Sharks, rays, skates, etc. nei","SKX",0
"17519",1984,"Sharpnose sevengill shark","HXT",0
"17520",1984,"Sharpsnout seabream","SHR",0
"17521",1984,"Shi drum","COB",0
"17522",1984,"Shortfin mako","SMA",0
"17523",1984,"Shortfin squids nei","ILL",0
"17524",1984,"Silky shark","FAL",0
"17525",1984,"Silver hake","HKS",0
"17526",1984,"Silver scabbardfish","SFS",4968
"17527",1984,"Silversides(=Sand smelts) nei","SIL",177
"17528",1984,"Silvery John dory","JOS",0
"17529",1984,"Skipjack tuna","SKJ",129
"17530",1984,"Slimeheads nei","TRC",0
"17531",1984,"Slipper lobsters nei","LOS",0
"17532",1984,"Smooth callista","KLK",0
"17533",1984,"Smooth hammerhead","SPZ",0
"17534",1984,"Smooth-hound","SMD",0
"17535",1984,"Snake mackerels, escolars nei","GEP",0
"17536",1984,"Snappers nei","SNA",0
"17537",1984,"Snipefishes nei","SNI",20081
"17538",1984,"Snoek","SNK",0
"17539",1984,"Sockeye(=Red)salmon",NA,0
"17540",1984,"Solea spp",NA,282
"17541",1984,"Solenette","GSM",0
"17542",1984,"Soles nei","SOX",0
"17543",1984,"Solid surf clam","ULO",0
"17544",1984,"Sompat grunt","BUR",0
"17545",1984,"Southern blue whiting","POS",0
"17546",1984,"Southern bluefin tuna","SBF",0
"17547",1984,"Southern hake","HKN",0
"17548",1984,"Southern pink shrimp","SOP",0
"17549",1984,"Southern spiny lobster","SLS",0
"17550",1984,"Spanish ling","SLI",0
"17551",1984,"Spinous spider crab","SCR",816
"17552",1984,"Spiny butterfly ray","RGL",0
"17553",1984,"Spiny gurnard","LEP",0
"17554",1984,"Spiny lobsters nei","VLO",0
"17555",1984,"Spiny turbot","PSB",0
"17556",1984,"Splendid alfonsino","BYS",0
"17557",1984,"Spottail mantis squillid","MTS",0
"17558",1984,"Spotted flounder","CIL",0
"17559",1984,"Spotted seabass","SPU",1
"17560",1984,"Spotted wolffish","CAS",0
"17561",1984,"Squeteague(=Gray weakfish)","STG",0
"17562",1984,"Squids nei",NA,0
"17563",1984,"Squillids nei","SQY",0
"17564",1984,"Stargazers","URA",0
"17565",1984,"Starry smooth-hound","SDS",0
"17566",1984,"Sticklebacks","SKB",0
"17567",1984,"Stingrays nei","STI",0
"17568",1984,"Stingrays, butterfly rays nei","STT",0
"17569",1984,"Stony sea urchin","URM",1
"17570",1984,"Stout beardfish","PXV",0
"17571",1984,"Straightnose rabbitfish","RCT",0
"17572",1984,"Streaked gurnard","CTZ",0
"17573",1984,"Striped bass","STB",0
"17574",1984,"Striped mullet",NA,0
"17575",1984,"Striped red shrimp","ARV",0
"17576",1984,"Striped venus","SVE",0
"17577",1984,"Sturgeon","APU",0
"17578",1984,"Sturgeons nei","STU",0
"17579",1984,"Surf clams nei","SSD",0
"17580",1984,"Surmullets(=Red mullets) nei","MUX",0
"17581",1984,"Swallowtail seaperch","AHN",0
"17582",1984,"Swimcrabs nei",NA,0
"17583",1984,"Swimming crabs, etc. nei","SWM",0
"17584",1984,"Sword razor shell","EQI",0
"17585",1984,"Swordfish","SWO",4179
"17586",1984,"Tadpole codling","SAO",0
"17587",1984,"Tangle","LQD",0
"17588",1984,"Tellins nei","TWL",0
"17589",1984,"Tench","FTE",0
"17590",1984,"Thickback sole","MKG",0
"17591",1984,"Thickback soles",NA,26
"17592",1984,"Thicklip grey mullet","MLR",0
"17593",1984,"Threadfins, tasselfishes nei","THF",0
"17594",1984,"Thresher","ALV",3
"17595",1984,"Tiger shark","TIG",0
"17596",1984,"Toadfishes nei","TDF",0
"17597",1984,"Tonguefishes","TOX",0
"17598",1984,"Tonguesole nei","YOX",0
"17599",1984,"Torpedo rays","TOE",1
"17600",1984,"Triggerfishes, durgons nei","TRI",0
"17601",1984,"True tunas nei","TUS",0
"17602",1984,"Tub gurnard","GUU",679
"17603",1984,"Tuberculate abalone","HLT",0
"17604",1984,"Tuna-like fishes nei","TUX",204
"17605",1984,"Tunas nei","TUN",0
"17606",1984,"Twaite shad","TSD",6
"17607",1984,"Undulate venus","PAU",0
"17608",1984,"Variegated scallop","VSC",11
"17609",1984,"Various sharks nei","SKH",1375
"17610",1984,"Various squids nei","SQU",2088
"17611",1984,"Veined squid","SQF",0
"17612",1984,"Velvet belly","ETX",0
"17613",1984,"Velvet swimcrab","LIO",0
"17614",1984,"Venus clams nei","CLV",0
"17615",1984,"Wahoo","WAH",0
"17616",1984,"Warty crab","EIK",0
"17617",1984,"Warty venus","VEV",41
"17618",1984,"Wedge sole","CET",535
"17619",1984,"Weevers nei","WEX",0
"17620",1984,"West African croakers nei","CKW",0
"17621",1984,"West African goatfish","GOA",0
"17622",1984,"West African ilisha","ILI",0
"17623",1984,"Whelk","WHE",2
"17624",1984,"White grouper","GPW",0
"17625",1984,"White hake","HKW",0
"17626",1984,"White perch","PEW",0
"17627",1984,"White seabream","SWA",13
"17628",1984,"White trevally","TRZ",0
"17629",1984,"Whiteleg shrimp","PNV",0
"17630",1984,"Wide-eyed flounder","OUB",0
"17631",1984,"Winter flounder","FLW",0
"17632",1984,"Wolffishes(=Catfishes) nei","CAT",0
"17633",1984,"Wracks nei","FUA",28
"17634",1984,"Wrasses, hogfishes, etc. nei","WRA",0
"17635",1984,"Wreckfish","WRF",280
"17636",1984,"Yellowfin tuna","YFT",165
"17637",1984,"Yellowtail amberjack","YTC",0
"17638",1984,"Yellowtail flounder","YEL",0
"17639",1984,"Zebra seabream","SBZ",0
"17640",1984,"anglerfish","MNZ",19935
"17641",1985,"African striped grunt","GRA",0
"17642",1985,"Alewife","ALE",0
"17643",1985,"Alfonsino","BXD",0
"17644",1985,"Alfonsinos, etc. nei","BRX",0
"17645",1985,"Allis and twaite shads","SHD",67
"17646",1985,"Allis shad","ASD",0
"17647",1985,"Alloteuthis spp",NA,0
"17648",1985,"Amberjacks nei","AMX",0
"17649",1985,"Amer. plaice(=Long rough dab)","PLA",0
"17650",1985,"American angler","ANG",0
"17651",1985,"Angelsharks, sand devils nei","ASK",0
"17652",1985,"Angolan dentex","DEA",0
"17653",1985,"Angular roughshark","OXY",0
"17654",1985,"Annular seabream","ANN",0
"17655",1985,"Anomuran decapods nei","NUQ",0
"17656",1985,"Aquatic invertebrates nei","INV",0
"17657",1985,"Aquatic mammals nei","MAM",0
"17658",1985,"Aquatic plants nei","APL",0
"17659",1985,"Arctic skate","RJG",0
"17660",1985,"Argentine","ARY",0
"17661",1985,"Argentine hake","HKP",0
"17662",1985,"Argentine shortfin squid","SQA",0
"17663",1985,"Argentines","ARG",0
"17664",1985,"Aristeid shrimps nei","ARI",0
"17665",1985,"Atlantic Spanish mackerel","SSM",0
"17666",1985,"Atlantic blue marlin",NA,0
"17667",1985,"Atlantic bonito","BON",31
"17668",1985,"Atlantic ditch shrimp","PVR",0
"17669",1985,"Atlantic gobies nei","GOB",0
"17670",1985,"Atlantic halibut","HAL",0
"17671",1985,"Atlantic lizardfish","SDR",0
"17672",1985,"Atlantic pomfret","POA",4630
"17673",1985,"Atlantic redfishes nei","RED",0
"17674",1985,"Atlantic sailfish","SAI",0
"17675",1985,"Atlantic saury","SAU",92
"17676",1985,"Atlantic silverside","SSA",0
"17677",1985,"Atlantic thornyhead","TJX",0
"17678",1985,"Atlantic tomcod","TOM",0
"17679",1985,"Atlantic white marlin","WHM",0
"17680",1985,"Axillary seabream","SBA",59
"17681",1985,"Baird's slickhead","ALC",0
"17682",1985,"Ballan wrasse","USB",149
"17683",1985,"Banded carpet shell","VNR",0
"17684",1985,"Barnacle","PCB",1
"17685",1985,"Barracudas nei","BAR",0
"17686",1985,"Bastard grunt","BGR",0
"17687",1985,"Bean solen","FRL",0
"17688",1985,"Benguela hake","HKB",0
"17689",1985,"Bigelow's ray","JRW",0
"17690",1985,"Bigeye grunt","GRB",0
"17691",1985,"Bigeye thresher","BTH",0
"17692",1985,"Bigeye tuna","BET",0
"17693",1985,"Bigeyes,glasseyes,bulleyes nei","PRI",0
"17694",1985,"Birdbeak dogfish","DCA",0
"17695",1985,"Black cardinal fish","EPI",0
"17696",1985,"Black goby","GBN",0
"17697",1985,"Black marlin","BLM",0
"17698",1985,"Black seabream","BRB",497
"17699",1985,"Blackbelly rosefish","BRF",10
"17700",1985,"Blackfin tuna","BLF",0
"17701",1985,"Blackspot(=red) seabream",NA,2861
"17702",1985,"Bladder wrack","FUV",0
"17703",1985,"Blue and red shrimp","ARA",0
"17704",1985,"Blue butterfish","BLB",0
"17705",1985,"Blue crab","CRB",0
"17706",1985,"Blue shark","BSH",28
"17707",1985,"Blue-leg swimcrab","IOD",0
"17708",1985,"Blueback shad","BBH",0
"17709",1985,"Bluefish","BLU",189
"17710",1985,"Bluespotted seabream","BSC",0
"17711",1985,"Bluntnose sixgill shark","SBL",0
"17712",1985,"Boarfishes nei","BOR",0
"17713",1985,"Boe drum","DRS",0
"17714",1985,"Bogue","BOG",1516
"17715",1985,"Bonga shad","BOA",0
"17716",1985,"Bramble shark","SHB",0
"17717",1985,"Broadtail shortfin squid","SQM",50
"17718",1985,"Brown ray","JAI",0
"17719",1985,"Brown seaweeds","SWB",210
"17720",1985,"Bullet tuna","BLT",0
"17721",1985,"Butterfishes, pomfrets nei","BUX",0
"17722",1985,"Canary drum (=Baardman)",NA,0
"17723",1985,"Caramote prawn","TGS",0
"17724",1985,"Carangids nei","CGX",0
"17725",1985,"Cardinalfishes, etc. nei","APO",0
"17726",1985,"Carpet shells nei","TPS",253
"17727",1985,"Carragheen (Irish) moss","IMS",0
"17728",1985,"Cartilaginous fishes nei","CAR",0
"17729",1985,"Catsharks, etc. nei","SYX",0
"17730",1985,"Catsharks, nursehounds nei","SCL",0
"17731",1985,"Cephalopods nei","CEP",12
"17732",1985,"Chaceon geryons nei","GER",0
"17733",1985,"Chamber venus","KFA",0
"17734",1985,"Clams, etc. nei","CLX",871
"17735",1985,"Clupeoids nei","CLU",1370
"17736",1985,"Comber","CBR",0
"17737",1985,"Combers nei","BAS",0
"17738",1985,"Common European bittersweet","GKL",122
"17739",1985,"Common carp","FCP",0
"17740",1985,"Common cuttlefish","CTC",196
"17741",1985,"Common dentex","DEC",34
"17742",1985,"Common dolphinfish","DOL",0
"17743",1985,"Common eagle ray","MYL",0
"17744",1985,"Common mora","RIB",0
"17745",1985,"Common octopus","OCC",0
"17746",1985,"Common pandora","PAC",480
"17747",1985,"Common periwinkle","PEE",56
"17748",1985,"Common prawn","CPR",677
"17749",1985,"Common shrimp","CSH",360
"17750",1985,"Common spiny lobster","SLO",56
"17751",1985,"Common squids nei","SQC",644
"17752",1985,"Common stingray","JDP",0
"17753",1985,"Common two-banded seabream","CTB",0
"17754",1985,"Copper shark","BRO",0
"17755",1985,"Crangonid shrimps nei","CRN",658
"17756",1985,"Craylets, squat lobsters",NA,139
"17757",1985,"Crest-tail catsharks nei","GAU",0
"17758",1985,"Crevalle jack","CVJ",0
"17759",1985,"Croakers, drums nei","CDX",0
"17760",1985,"Crocodile shark","PSK",0
"17761",1985,"Crucian carp","FCC",0
"17762",1985,"Cusk-eels nei","CEX",0
"17763",1985,"Cuttlefish,bobtail squids nei",NA,4503
"17764",1985,"Cyprinids nei","FCY",0
"17765",1985,"Damselfish","CMK",0
"17766",1985,"Dealfishes","TRP",0
"17767",1985,"Deep-sea red crab","KEF",0
"17768",1985,"Deep-water Cape hake","HKO",0
"17769",1985,"Deep-water rose shrimp","DPS",0
"17770",1985,"Delta prawn","PIQ",0
"17771",1985,"Demersal percomorphs nei","DPX",2710
"17772",1985,"Dentex nei","DEX",180
"17773",1985,"Devil fish","RMM",0
"17774",1985,"Diadromous clupeoids nei","DCX",0
"17775",1985,"Diadromous fishes nei","DIA",0
"17776",1985,"Dogfish sharks nei","DGX",2244
"17777",1985,"Dogfish sharks, etc. nei","SHX",0
"17778",1985,"Dogfishes and hounds nei","DGH",1
"17779",1985,"Dogfishes nei","DGZ",0
"17780",1985,"Donax clams","DON",0
"17781",1985,"Dusky grouper","GPD",478
"17782",1985,"Eagle rays",NA,9
"17783",1985,"Echinoderms","ECH",0
"17784",1985,"Edible crab","CRE",4827
"17785",1985,"Electric rays nei","TOD",0
"17786",1985,"Elegant cuttlefish","EJE",0
"17787",1985,"Escolar","LEC",0
"17788",1985,"European barracuda","YRS",0
"17789",1985,"European common squid","OUL",0
"17790",1985,"European conger","COE",6855
"17791",1985,"European flat oyster","OYF",281
"17792",1985,"European flounder","FLE",12
"17793",1985,"European flying squid","SQE",796
"17794",1985,"European lobster","LBE",172
"17795",1985,"European perch","FPE",0
"17796",1985,"European razor clam","RAE",0
"17797",1985,"European smelt","SME",17
"17798",1985,"European squid","SQR",0
"17799",1985,"False scad","HMY",0
"17800",1985,"Finfishes nei","FIN",13769
"17801",1985,"Flat oysters nei","OYX",0
"17802",1985,"Flatfishes nei","FLX",1619
"17803",1985,"Flathead grey mullet","MUF",0
"17804",1985,"Flyingfishes nei","FLY",0
"17805",1985,"Forkbeard","FOR",0
"17806",1985,"Forkbeards nei","FOX",0
"17807",1985,"Freshwater fishes nei","FRF",0
"17808",1985,"Frigate and bullet tunas","FRZ",0
"17809",1985,"Frigate tuna","FRI",1
"17810",1985,"Garfish","GAR",516
"17811",1985,"Gastropods nei","GAS",0
"17812",1985,"Gelidium seaweeds","GEL",4063
"17813",1985,"Giant gelidium","GEQ",0
"17814",1985,"Giant red shrimp","ARS",0
"17815",1985,"Giant tiger prawn","GIT",0
"17816",1985,"Gilthead seabream","SBG",458
"17817",1985,"Glasseye","HTU",0
"17818",1985,"Gobies nei","GPA",0
"17819",1985,"Golden carpet shell","VNA",0
"17820",1985,"Goldfish","CGO",0
"17821",1985,"Goose barnacles",NA,43
"17822",1985,"Great Atlantic scallop","SCE",61
"17823",1985,"Greater amberjack","AMB",0
"17824",1985,"Greater weever","WEG",78
"17825",1985,"Green crab","CRG",39
"17826",1985,"Greenland cod","GRC",0
"17827",1985,"Greenland shark","GSK",0
"17828",1985,"Grenadiers nei","GRV",0
"17829",1985,"Grenadiers, rattails nei","RTX",0
"17830",1985,"Grey triggerfish","TRG",0
"17831",1985,"Grooved carpet shell","CTG",4349
"17832",1985,"Groundfishes nei","GRO",49
"17833",1985,"Groupers nei","GPX",0
"17834",1985,"Groupers, seabasses nei","BSX",0
"17835",1985,"Grunts, sweetlips nei","GRX",31
"17836",1985,"Guitarfishes nei","GUZ",0
"17837",1985,"Gulper shark","GUP",0
"17838",1985,"Gurnards nei","GUY",26
"17839",1985,"Gurnards, searobins nei","GUX",1214
"17840",1985,"Hairtails, cutlassfishes nei",NA,0
"17841",1985,"Hakes nei","HKX",0
"17842",1985,"Halfspined flathead","SRQ",0
"17843",1985,"Hammerhead sharks nei","SPN",0
"17844",1985,"Hapuku wreckfish","WHA",0
"17845",1985,"Hard clams nei","HCX",37
"17846",1985,"Horned octopus","EOI",0
"17847",1985,"Imperial blackfish","HDV",0
"17848",1985,"Indian white prawn","PNI",0
"17849",1985,"Inshore squids nei","SQZ",0
"17850",1985,"Jacks, crevalles nei","TRE",0
"17851",1985,"Japanese carpet shell","CLJ",0
"17852",1985,"John dory","JOD",191
"17853",1985,"Kelps nei","LAZ",53
"17854",1985,"King crabs","KCS",0
"17855",1985,"Kingklip","KCP",0
"17856",1985,"Knifetooth dogfish","SYR",0
"17857",1985,"Knobbed triton","KRJ",0
"17858",1985,"Kuruma prawn","KUP",0
"17859",1985,"Lampreys nei","LAS",15
"17860",1985,"Lanternsharks nei","SHL",0
"17861",1985,"Large-eye dentex","DEL",767
"17862",1985,"Large-scaled gurnard","LDV",0
"17863",1985,"Largehead hairtail","LHT",0
"17864",1985,"Leerfish","LEE",1039
"17865",1985,"Lefteye flounders nei","LEF",0
"17866",1985,"Lesser slipper lobster","SCY",0
"17867",1985,"Limpets nei","LPZ",3
"17868",1985,"Lings nei","LNZ",0
"17869",1985,"Lithothamnion","LIT",338
"17870",1985,"Little sleeper shark","SOR",0
"17871",1985,"Little tunny(=Atl.black skipj)","LTA",0
"17872",1985,"Lobsters nei","LOX",0
"17873",1985,"Longfin gurnard","GUM",0
"17874",1985,"Longfin squid","SQL",0
"17875",1985,"Longnose velvet dogfish","CYP",0
"17876",1985,"Longnosed skate","RJO",0
"17877",1985,"Longspine snipefish","SNS",0
"17878",1985,"Lowfin gulper shark",NA,0
"17879",1985,"Lumpfish(=Lumpsucker)","LUM",0
"17880",1985,"Lusitanian toadfish","BHD",0
"17881",1985,"Mackerel sharks,porbeagles nei","MSK",0
"17882",1985,"Mactra surf clams nei","MAT",31
"17883",1985,"Mako sharks","MAK",0
"17884",1985,"Marbled electric ray","TTR",0
"17885",1985,"Marine crabs nei","CRA",821
